,,,,,,,,,,,,,Normalised abundance,,,,,Raw abundance,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Condition 1,Condition 2,Condition 3,Condition 4,QC,Condition 1,Condition 2,Condition 3,Condition 4,QC,,,,,,,,,,,,,,
Compound,Neutral mass (Da),m/z,Charge,Retention time (min),Chromatographic peak width (min),Identifications,Max Fold Change,Highest Mean,Lowest Mean,Isotope Distribution,Maximum Abundance,Minimum CV%,LZJ-A1-,LZJ-B1-,LZJ-C1-,LZJ-D1-,LZJ-QC3-,LZJ-A1-.1,LZJ-B1-.1,LZJ-C1-.1,LZJ-D1-.1,LZJ-QC3-.1,Accepted Compound ID,Accepted Description,Adducts,Formula,Score,Fragmentation Score,Mass Error (ppm),Isotope Similarity,Retention Time Error (mins),Compound Link,Da,mDa,Group,NRF_Rule
10.09_839.3919m/z,,839.3918674,1,10.0894,1.928133333,0,3.722182268,Condition 4,Condition 1,100 - 39 - 45.5 - 11,7590.324863,---,2039.213643,3590.165272,6409.171473,7590.324863,4951.402153,1744.869031,3353.781943,6709.270372,8215.180969,4951.402153,,,,,,,,,,,839,391.8674,Group 1,even
10.14_713.4069m/z,,713.4068832,1,10.13921667,0.666433333,0,1.415449799,Condition 2,Condition 1,100 - 36.7 - 20.9,1234.463299,---,872.1349922,1234.463299,1143.939428,1107.292723,984.3205388,746.2490963,1153.183881,1197.502508,1198.44806,984.3205388,,,,,,,,,,,713,406.8832,Group 1,even
10.56_827.4354m/z,,827.4354478,1,10.56085,0.808316667,0,1.204870502,Condition 4,Condition 3,100 - 39.4 - 38.2 - 17.9,1676.070551,---,1555.985792,1622.304117,1391.079413,1676.070551,1433.176542,1331.391358,1515.488519,1456.214415,1814.049219,1433.176542,,,,,,,,,,,827,435.4478,Group 1,even
10.61_563.3379m/z,,563.3379281,1,10.60728333,0.735366667,0,2.416864636,Condition 4,Condition 1,100 - 21.3,1652.484882,---,683.7308378,871.6267433,1355.397305,1652.484882,1478.365708,585.0396147,814.2371762,1418.861552,1788.521915,1478.365708,,,,,,,,,,,563,337.9281,Group 1,even
10.66_941.4719m/z,,941.471907,1,10.66031667,0.722783333,0,5.46828804,Condition 1,Condition 4,100 - 40.9 - 54.8 - 20.2 - 5.84,3573.721584,---,3573.721584,2669.034714,1602.309722,653.5357241,2084.936632,3057.882697,2493.300378,1677.335235,707.3365554,2084.936632,,,,,,,,,,,941,471.907,Group 1,even
10.87_667.3827m/z,,667.3827037,1,10.86796667,0.623316667,0,2.298829087,Condition 4,Condition 1,100 - 29.1 - 2.27,1135.116196,---,493.7801605,734.3792375,985.5855355,1135.116196,768.3992512,422.5068388,686.0263079,1031.733955,1228.562036,768.3992512,,,,,,,,,,,667,382.7037,Group 1,even
10.87_931.4504m/z,,931.4503858,1,10.86796667,0.4284,0,4.671572638,Condition 4,Condition 1,100 - 38.8 - 35.7 - 6.25 - 3.63,978.6687619,---,209.4944974,533.8654589,395.6694794,978.6687619,433.4108137,179.2555978,498.7147389,414.1960511,1059.235426,433.4108137,,,,,,,,,,,931,450.3858,Group 1,even
11.84_825.4258m/z,,825.4257976,1,11.83835,1.020016667,0,1.313682978,Condition 4,Condition 2,100 - 40.5 - 25.8 - 8.7 - 5.15 - 3.32,5347.69364,---,4441.71036,4070.7642,4130.750539,5347.69364,4377.311499,3800.584051,3802.737322,4324.16613,5787.930268,4377.311499,,,,,,,,,,,825,425.7976,Group 1,even
12.05_725.4071m/z,,725.4071157,1,12.05253333,1.075083333,0,1.789679715,Condition 3,Condition 1,100 - 37 - 89.9 - 18.8,3447.344207,---,1926.23528,2452.140368,3447.344207,2814.825777,2442.174009,1648.198214,2290.68677,3608.760422,3046.54986,2442.174009,,,,,,,,,,,725,407.1157,Group 1,even
12.05_851.4329m/z,,851.4329475,1,12.05253333,0.8276,0,1.799767192,Condition 1,Condition 4,89.7 - 36.1 - 100 - 45 - 84.6 - 33.2,3446.098473,---,3446.098473,2744.315573,2349.604682,1914.7468,2249.162438,2948.680989,2563.624601,2459.621052,2072.373944,2249.162438,,,,,,,,,,,851,432.9475,Group 1,even
